StackOverflow Post link,Comment,Viral,Kosta,Note,Kosta Note
https://stackoverflow.com/a/424936/5749570,"Wow! I'll try to convert this to Java and do a comparison, as well as an accuracy check on the results. I'll let you know what I find. – Kip Jan 12 '09 at 21:47",3,3,,
,"Testing on all values is impossible, but a test on suspect values (+/- 1 from very large perfect squares) has proven to be accurate. On a run of the first billion integers, this only took 34% of the time required by the original algorithm. – Kip Jan 16 '09 at 20:13",3,3,Agreed. This is group 3. Fixed mined.,
,"Awesome! I'm glad it worked out for you. One thing that's different in C(++) and Java is that Java checks bounds on array lookups, so I thought you might take a hit there. – A. Rex Jan 16 '09 at 20:50",3,3,,
,"Seems that this only returns true/false, but it will be difficult to return the square root itself? – Dimitre Novatchev Mar 27 '09 at 23:44",4,,Should be group 4,ok
,"Wow, this is beautiful. I'd seen Hensel lifting before (computing roots of polynomials modulo a prime) but I hadn't even realised the lemma could be carefully lowered all the way for computing square roots of numbers; this is... uplifting :) – ShreevatsaR May 25 '09 at 2:36",1,1,,
,"@Dimitre Novatchev: No, it would not be too difficult. If the number is a perfect square, then its square root is r times some power of 2, which can be determined when dividing out by powers of 4. – A. Rex Dec 3 '09 at 23:50",4,,Should be group 4,ok
,@A. Rex: HotSpot is able to eliminate bounds checks in certain circumstances stackoverflow.com/questions/4469483/bounds-checking-in-java so the hit is probably being avoided. – PeterT Jan 11 '11 at 15:08,4,,Should be group 4,ok
,"@A. Rex: I might be mistaken, but isn't 9 a perfect square? And doesn't if( x < 0 || (x&2) || ((x & 7) == 5) || ((x & 11) == 8) ) return false; filter it out as not being one? And similar for all other uneven perfect squares? – orlp Sep 17 '12 at 8:20",4,4,,
,"@nightcracker It doesn't. 9 < 0 => false, 9&2 => 0, 9&7 == 5 => false, 9&11 == 8 => false. – primo Dec 2 '12 at 7:56",4,4,,
,"Maartinus posted a 2x faster solution (and much shorter) down below, a bit later, that doesn't seem to be getting much love. – Jason C Mar 17 '14 at 3:46",2,2,,
,"@A.Rex AFAIK, the final test t <= (1LL << 33) is useless as you either get a square root or overshoot anyway. I dropped it and it works (but maybe there's a gotcha with numbers I haven't tried?). – maaartinus Jun 13 '14 at 19:21",4,,Should be group 4,ok
,It seems like a lot of the speed advantage in the different solutions is gained by filtering out the obvious squares. Did anyone benchmark the situation of filtering out via Maartinus' solution and then just using the sqrt function as that's a built-in function? – user1914292 Oct 7 '14 at 17:26,5,5,,
,LL in y & 4294967295LL not needed. – chux - Reinstate Monica May 21 '18 at 8:30,,,,
,"“Next, check if it's a square modulo 255 = 3 * 5 * 17. Because that's a product of three distinct primes, only about 1/8 of the residues mod 255 are squares.” Actually, the proportion of squares modulo 255 is 54/255 ≃ 0.212, much more than 1/8 = 0.125 (because the proportion of squares modulo each of the prime factors are slightly more than 1/2). But note that you are not limited to primes. The proportion of squares modulo 256 is 44/256 ≃ 0.172, and computing modulo 256 is much more convenient. – Maëlan Sep 29 '19 at 15:31",,,,
,"That’s essentially one of the things maaartinus’ answer does, except that it uses 64 instead of 256 (which gives a more compact precomputed table with a better cache behavior, while still being pretty efficient at filtering out non-squares, as the proportion of squares modulo 64 is 12/64 ≃ 0.188). – Maëlan Sep 29 '19 at 15:50",,,,
https://stackoverflow.com/a/2885224/5749570,Worth noting PrintWriter will truncate the filesize to zero if the file already exists – Covar May 21 '10 at 20:16,1,1,,
,"PrintWriter can be (and often is) used, but is not (conceptually) the right class for the job. From the docs: ""PrintWriter prints formatted representations of objects to a text-output stream. "" Bozho's answer is more correct, though it looks cumbersome (you can always wrap it in some utility method). – leonbloy May 21 '10 at 20:40",1,2,Group 1. Talks about printwriter,ok
,will it print the html file as well? – adesh singh Aug 3 '13 at 6:24,4,5,Will auto align if you fix the above rating.,ok
,"@adeshsingh no one ever tried out so faar, be the first one! – JBA Mar 3 '14 at 19:00",4,5,,
,So where will the textfile will be created after the app is build and used in another PC since we have not given the path? – Marlon Abeykoon Apr 25 '14 at 5:28,2,3,,
,"@MarlonAbeykoon Good question. The answer is that it will create the text file in the working directory. The working directory is whatever directory you execute your program from. For example, if you execute your program from the command line, then the working directory will be whatever directory you are ""in"" at that moment (on Linux, type ""pwd"" to see the current working directory). Or, if I double-click a JAR file on my desktop to run it, then the working directory will be the desktop. – Michael Sep 2 '14 at 12:06",2,3,,
,"If you want to append and not truncate u can replace PrintWriter with FileWriter: FileWriter(new File (""the-file-name.txt""), true).. one trade-off is FileWriter assumes default character encoding and buffer sizes – Rondo Nov 19 '14 at 1:01",1,,Group 1. Talks about printwriter,ok
,The syntax for declaring the byte array is incorrect. Should be byte[] data = .... – kamoroso94 Aug 23 '16 at 18:44,5,,,
,writer.close() should be in a finally block – Thierry May 11 '17 at 22:16,3,4,Will auto align if you fix the above rating.,ok
,Why is it bad practice to use PrintWriter for this job? Does it perform more slowly? – Apollys supports Monica May 12 '17 at 18:23,1,,Group 1. Talks about printwriter,ok
,@Apollys PrintWriter swallows exceptions: stackoverflow.com/a/1747092/4678667 – micsthepick May 31 '18 at 6:38,1,,Group 1. Talks about printwriter,ok
,"I would suggest to use File.createNewFile() method to create and verify file creation success. It returns a boolean value : true if the file is created successfully. I don't like waiting for exceptions to tell something has failed. Only after file has been created and you have verified it, start writing data into it. It can save many bytes. Ref – lokesh Aug 11 '18 at 6:10",,,,
https://stackoverflow.com/a/30727799/5749570,"In short then, Java intentionally allows it: the ""bug"" is in the OP's IDE? – Bathsheba Jun 9 '15 at 9:15",1,1,,
,"@Bathsheba: It's more in the heads of people. People don't try to understand how Java parsing works, so IDEs sometimes display the code in a wrong way. In the example above, the comment should end with \u000d and the part after it should have code highlights. – Aaron Digulla Jun 9 '15 at 9:17",1,1,,
,Another common mistake is to paste Windows paths in the code like // C:\user\... which leads to a compile error since \user isn't a valid Unicode escape sequence. – Aaron Digulla Jun 9 '15 at 9:18,2,2,,
,"I understand introduction of unicode characters, but not so much why it is allowed in comments? – Reg Jun 9 '15 at 9:19",,,,
,In eclipse the Code after \u000d is highlighted partially. After pressing Ctrl+Shift+F the character is replaced with new line and rest of line is wrapped – bluelDe Jun 9 '15 at 9:21,3,3,Fixed mine. Yours look better.,
,So.. this is related to how the compiler parses the source-code file?. This problem can't be reproduced when we use block comments instead of single line comments – TheLostMind Jun 9 '15 at 9:22,4,4,,
,"@Reg, there are many features of the language that doesn't make sense in conjunction with other features of the language. In this case, the language designers put the unicode escape handling before the parser, and being able to use unicode escapes in commens was simply a (possibly unfortunate) side effect. – aioobe Jun 9 '15 at 9:22",,,,
,"While I agree with the answer from @aioobe that the source code is valid and the problem is rather in the IDE (and the source code highlighter on StackOverflow), please note that there is another ""problem"" with the code. The CR character entered as unicode escape sequence is interpreted as a correct start of a new line, but the line number is not incremented. – Gregor Raýman Jun 9 '15 at 9:27",,,,
,"@UmaKanth, // comments are skipped all the way to the next new-line character. \u000d is interpreted as a new-line character. – aioobe Jun 9 '15 at 9:31",3,3,Auto aligned after my fix.,
,@TheLostMind If I understand the answer correctly you should be able to reproduce this with block comments as well. \u002A/ should end the comment. – Taemyr Jun 9 '15 at 11:27,4,4,,
,"@Taemyr wow, \u002A/ is really evil, eclipse utterly fails to parse it. Put code between /*\u002A/ and /\u002a*/ and it's completely hidden as comment. Found this as bug 3533 – Dorus Jun 9 '15 at 18:23",4,4,,
,Note that this could have been avoided completely if the language specification had forbidden using \u notation to represent anything representable in ASCII. – R.. GitHub STOP HELPING ICE Jun 12 '15 at 22:47,5,5,,
,"@r good point, well made. At the very least this should be a Level 1 Compiler Warning. – Ben Jun 13 '15 at 18:23",5,5,,
,"@R..: That would make it so that if you're developing on a computer that doesn't use ASCII, then there are many characters you can't type in, such as IBM Mainframes that use EBCDIC, which doesn't have curly braces. – Mooing Duck Jun 13 '15 at 21:58",5,5,,
,@TBohne: Do you actually have in mind such a character? – R.. GitHub STOP HELPING ICE Jun 13 '15 at 22:01,5,5,,
,"@R..: Yes, curly braces. {} – Mooing Duck Jun 14 '15 at 1:43",5,5,,
,@TBohne: Wikipedia claims they're at positions C0 and D0 in EBCDIC. It seems pretty ridiculous to expect programmers to use \u escapes for something as ubiquitous as braces... – R.. GitHub STOP HELPING ICE Jun 14 '15 at 2:20,5,5,,
,"@R.: A quick glance shows you're right. But it also contains ""Portability is hindered by a lack of many symbols commonly used in programming and in network communications, such as the curly braces."" and ""It exists in at least six mutually incompatible versions"". I assume it must be a different version. – Mooing Duck Jun 14 '15 at 15:54",5,5,,
,"@R..: One wouldn't have to forbid everything in ASCII if one were to specify that the first pass of compilation is subdivision into lines, and any new-line characters that get introduced after that will be processed as-is, such that string st=""Hello\u000D\u000Athere"" would generate a twelve-character string containing a carriage return and a new-line. – supercat Sep 27 '15 at 19:47",5,5,,
,"If ever anyone is skeptic and want to test the hello world program, the class should be named ""Ugly.java"". There is other funny thing that may be caused by this... For example, insert LRM character will allow you to compile code such as for (char c‮ = 1; c‮ > 0; c‮++) – Jean-François Savard Oct 7 '15 at 17:17",,,,
,@biziclop Can we call it comment of the day even if it was posted 8 days ago ? :/ – Jean-François Savard Oct 15 '15 at 14:12,,,,
https://stackoverflow.com/a/23188881/5749570,How efficient is this? – Supuhstar Oct 2 '15 at 1:34,1,1,,
,"Worth a read: jaxenter.com/… tl;dr - streams could be performant or not, it depends on what you're doing with them and the constraints of the problem (isn't this always the answer? lol) – Trevor Brown Feb 25 '16 at 17:29",1,1,,
,"Yeah, it's a risky solution from the performance point of view. It might be fast, but I wouldn't bet my application's performance on it ;) – Marcin Zukowski Apr 7 '16 at 23:21",1,,Group 1. Talks performance.,ok
,"Additionally, if a or b are arrays of primitive types, their streams will need to be .boxed() so they are of type Stream rather than e.g. IntStream which cannot be passed as a parameter to Stream.concat. – Will Hardwick-Smith Jul 16 '16 at 9:59",2,2,,
,"@Will Hardwick-Smith: no, you only have to pick the right stream class, e.g. if a and b are int[], use int[] both = IntStream.concat(Arrays.stream(a), Arrays.stream(b)).toArray(); – Holger Jun 13 '17 at 12:28",2,2,,
,@Supuhstar: It is probably not as fast as System.arrayCopy. But not particularly slow either. You probably have to do this a very many times with huge arrays in really performance sensitive contexts for the execution time difference to matter. – Lii Dec 23 '17 at 15:43,1,1,,
,I wonder which is faster and more memory efficient: the concat method or flatMap? Or are they the same under the hood? – Sina Madani Apr 6 '18 at 11:00,1,3,Group 1. Talks performance.,ok
,The latter solution is nice because it can be used for more than 2 arrays unlike most (if not all) the other answers. – Dave L. Apr 9 '18 at 19:51,5,4,,
,"@SinaMadani with all known implementations, the variant using concat will be faster and need less memory, because it can predict the resulting array size beforehand and will create and fill only one array. In contrast, the flatMap based solution will have to use a resizable buffer internally, with at least one final copying step. – Holger Feb 25 '19 at 15:15",1,3,Group 1. Talks performance.,ok
,"Is it possible to make it works for generic type (like in the answer above)? Something like T[] both = Stream.of(a, b).flatMap(Stream::of).toArray(T[]::new); Looks like T[]::new isn't allowed cause of type erasure... – Artsiom Chapialiou Jun 18 '19 at 16:55",4,5,,
,"@ArtsiomChapialiou: You can, but it's not so pretty. You have to use reflection to create the array, and thus get an unchecked cast. I added that to the solution text. – Lii Dec 17 '19 at 9:20",4,5,,
https://stackoverflow.com/a/2950415/5749570,This answer is more correct than try it because current behavior is not the same as guaranteed behavior. – Luke Jan 8 '13 at 19:08,1,1,,
,This question comes into play during Joshua Bloch's chapter on object equality in Effective Java - amazon.com/Effective-Java-Edition-Joshua-Bloch/dp/0321356683 – Kevin Meredith Nov 21 '13 at 13:57,2,2,,
,"Specifically, in Item 8, he notes that in equals() methods, one instanceof operator serves two purposes - it verifies that the argument is both non-null and of the correct type. ""...[S]o you don't need a separate null check."" – Andy Thomas Nov 21 '13 at 14:40",2,2,,
,I don't see them ever changing this. It can only return true or false so how can can it ever be true for a null reference to be an instanceof anything? – Ben Thurley Aug 3 '15 at 10:19,3,3,,
,"@BenThurley - Java's instanceof operator was part of Java 1.0, released almost 20 years ago. Changing the behavior now in a way that would break existing code is unlikely, absent some benefit that outweighs that huge cost. Twenty years ago, maybe there could have been arguments for returning true iff the argument could be cast, or throwing an exception for a null argument. But those definitions would have required separate null checks. – Andy Thomas Aug 3 '15 at 13:59",3,3,,
,Exactly my point. It's true that current behaviour is not the same as guaranteed behaviour but in this case I think it's pretty well guaranteed. – Ben Thurley Aug 3 '15 at 14:02,3,3,,
,@BenThurley - The behavior is guaranteed by Java specifications past and present. I think Luke's point addresses the limitations of experimentation in determining the guaranteed behavior of the present. – Andy Thomas Aug 3 '15 at 15:43,3,3,,
,"Why the compiler let you do this: ""null instance of Class"" lol. I mean, if it is a hardcoded null, it doesn't make sense to even ask it – GabrielBB Mar 22 '18 at 22:57",4,4,,
,"@GabrielBB that’s like writing with a red pen on a red paper. Even if it makes no sense, it’s possible due to the general possibility to combine an arbitrary pen with an arbitrary paper. And implementing a “writing on the same color” check into a pen would complicate the technology for little to no benefit. – Holger Jan 23 at 12:38",4,4,,
https://stackoverflow.com/a/26587225/5749570,"See ""Additional Notes #1"" of my Answer. For a better explanation of this problem. – Stephen C Oct 27 '14 at 13:16",1,1,,
,"@StephenC Yes, your answer is more complete (and of course, +1), but this particular answer had the word ""package"" in it, which allowed me to find what I needed fast. And it worked. So +1 Razavi. StephenC, yours lacks the simple package example I needed as I am new to Java. – kmort Oct 29 '14 at 19:02",1,1,,
,This was exactly my problem. I have been wading through tons of Java doc and this concrete example is what I needed – John Mar 17 '15 at 19:05,2,2,,
,Its better to make 'Runnable JAR File' to execute class file. – M-Razavi Aug 3 '15 at 7:19,3,5,Last group. Only 3 groups.,ok
,"Yes, concrete example is nice, this worked perfectly. I'm sure the main answer is very thorough, but it was difficult to see the tree for the forest. Nice one @Razavi – Pixel May 9 '18 at 7:11",2,3,Group 2 because it has the phrase 'concrete example',ok
,I like this shorter and useful answer instead of accepted one! – Spara Apr 18 '19 at 19:29,2,4,Group 2. This comment also says it likes this answer as the previous comment does.,ok
https://stackoverflow.com/a/153785/5749570,This is probably the best solution presented so far. The reason I didn't spot this facility when I first looked at the DecimalFormat class is that it was only introduced in Java 1.6. Unfortunately I'm restricted to using 1.5 but it will be useful to know for the future. – Alex Spurling Oct 1 '08 at 13:07,1,1,,
,"Doesn't work with exponent decimalformats, say format(""0.0E00""). It will in this example round 0.0155 to 0.0E00 instead of 1.6E-02. – Martin Clemens Bloch Oct 15 '14 at 23:50",,,,
,"I tried this with: ""#.##"", rounding HALF_UP. 256.335f -> ""256.33"" ...(example comes from comments to @asterite's answer). – bigstones Dec 11 '15 at 11:43",4,3,Comment with 1 vote. Tied with other comments having 1 vote. But this commenter has 14k points - the second highest. This will be group 4. it discusses about half_up method.,fine
,"Please be carefull as DecimalFormat depend on your current Local configuration, you may not get a dot as a separator. I personnally prefer Asterite's answer below – Gomino Mar 2 '16 at 17:01",2,2,My bad. Fixed.,
,"Also be aware that you should not expect DecimalFormat to be thread-safe. As per Java docs: Decimal formats are generally not synchronized. It is recommended to create separate format instances for each thread. If multiple threads access a format concurrently, it must be synchronized externally. – CGK Aug 10 '16 at 3:05",5,4,Comment with 1 vote. Tied with other comments having 1 vote. But this commenter has 2k points - the third highest. This will be group 5. it discusses about thread-safety.,fine
,how do i make it so that it does a proper rounding so it will not round 0.0004 to 0.001 – user4919188 Oct 20 '16 at 8:00,,5,,
,"Cannot get this working with HALF_UP: Example DecimalFormat df = new DecimalFormat(""0.00""); df.setMaximumFractionDigits(2); df.setRoundingMode(RoundingMode.HALF_UP); df.format(3.775) returns 3.77 – Thorsten Niehues Dec 11 '17 at 14:20",4,,Group 4. Talks about Half_up,ok
,It's not too difficult to create cases where this simply doesn't work. I wouldn't use this method if it's important to get the correct result. – Dawood ibn Kareem Feb 20 '18 at 2:04,3,,So this comment has 1 vote. It's a tie with some other comments having 1 vote. But this commenter has 60k rep points. So this should be at the top. It should be group 3.,ok
,"@ThorstenNiehues Just because you specify it as 3.775, does not mean it has that value internally. Internally it has a binary value, and 3.775 cannot be represented exactly as a binary value. So it might have a value corresponding to 3.77499999999 internally. When rounding, always add the expected accuracy of the value. – fishinear Oct 25 '19 at 15:51",4,,Group 4. Talks about Half_up,ok
,@fishinear THX :) – Thorsten Niehues Jan 8 at 12:19,4,,Group 4. Talks about Half_up,ok
https://stackoverflow.com/a/3348855/5749570,"Prior to me putting the high number for the threshold, I had the settings set up like you said already but it still put in the wild card imports (i.e. I had ""use single class import"" checked and removed all packages in the ""packages to use import with *""... – digiarnie Jul 27 '10 at 23:51",3,5,A conversation between two users.,ok
,Working for me. Let me see what else I might have set. Version 9.0.3 for me. – duffymo Jul 27 '10 at 23:59,3,,,
,"So if you do 11 imports of classes from the same package the wild card import doesn't kick in? As a test, I have my threshold set to 2. If I import something from org.hibernate let's say, it will put the import correctly (fully qualified). As soon as I import something else from org.hibernate it will stick in the wild card import, which kind of tells me either my version of intellij doesn't behave like yours or the only solution is to put a high threshold so I never run into this issue – digiarnie Jul 28 '10 at 0:53",3,,,
,"If you're using IntelliJ 12 or later then this can be configured under ""Code Style"" -> ""Java"" -> ""Imports"" – Denis Kniazhev Dec 11 '13 at 15:57",4,,,
,"Read my answer - see the ""Click on the Settings"" bit? It's been true since IntelliJ 7. Already been answered for more than three years. – duffymo Dec 11 '13 at 17:04",4,,,
,"In case it saves someone else the confusion: In my enthusiasm for never collapsing imports, I put an unreasonably long string of 9's in the 'class count to use...' field, and this caused IntelliJ 12 to silently ignore the value. '9999' works fine. – PotataChipz Mar 20 '14 at 16:53",1,1,"They all talk about configuring class count property with 3 or 4 or 5 9's on intellij. With the highest votes, this should be group 1.",ok
,Is there really no way to tell Intellij 15 never to use wildcard imports? I mean without specifying a class count??! – Stephen Hartley Feb 8 '16 at 15:04,1,4,,
,Why is adding a class count so oppressive? Why not ask JetBrains for an enhancement if this is so odious? – duffymo Feb 8 '16 at 20:51,1,4,,
,"For the record (at least in IntelliJ Ultimate 2016), trying to set the value to an extremely large number of 9's won't work. If you add more than 5 9's, the ""Apply"" button grays itself out and the setting won't take - instead of just not allowing you to only enter 5 9's. I found this out because I was lazy and just wanted to add a bunch of 9's to make sure it would never be close to an issue at all :) – MCory Apr 5 '16 at 18:02",1,,,
,Looks like three nines should be enough. If you need more than a thousand imports I'd say your class should be refactored. – duffymo Apr 5 '16 at 20:09,1,2,,
,"Can't believe programmes programmed a program for programmers the way this is programmed. This confusing dialog is still not fixed in 2016.3, is there a bug for it, or somewhere we can vote? – Glenn Bech Jan 26 '17 at 11:38",2,3,This will auto correct if you fix the above.,ok
,"Interesting enough, for Kotlin the option is less confusing: ""Use import with '*' when at least [99] names used."" – Paulo Merson Oct 5 '18 at 16:31",5,,,
,"@GlennBech Just contact them on the ""Submit feedback"" entry in the Help menu. – Thorbjørn Ravn Andersen Sep 19 '19 at 10:02",2,,Direct reference to a user in group 2.,ok
https://stackoverflow.com/a/36211683/5749570,Why is the nio package better? Does it work in the same way? What even is nio? – StealthVice7 Mar 24 '16 at 23:51,1,1,,
,"It's not fundamentally better and using the standard io package is fine, I'm not sure where is your error coming from but having a clean example of file deletion (starting with a .) might be a good starting point. – Benoit Vanalderweireldt Mar 24 '16 at 23:56",1,1,,
,"My program works perfectly fine with all other test files I made, but not the .minecraft file. – StealthVice7 Mar 24 '16 at 23:58",2,2,,
,"System.getProperty(""user.home"") returns the user's desktop on windows. Use System.getProperty(""user.home"") + ""/.."" or similar instead. – Majora320 Mar 25 '16 at 0:07",3,3,My bad. Fixed it.,
,What does /.. do? And my program was working fine with all other files with the way I had it. – StealthVice7 Mar 25 '16 at 0:25,3,4,I think this should be group 3 only. They talk the same thing.,ok
,/ is the root path .. means the parent folder so /.. means the parent folder of root which is incorrect – Benoit Vanalderweireldt Mar 25 '16 at 1:52,3,4,,
,"@BenoitVanalderweireldt Wrong, with <somepath> + ""/.."" it means the parent folder of <somepath>, so in this case it would return the parent folder of the desktop. – Majora320 Mar 25 '16 at 3:46",3,4,,
,"""/.."" != '""<somepath>"" + ""/..""' – Benoit Vanalderweireldt Mar 25 '16 at 3:47",3,4,,
,"Guys I figured out my mistake, the folder had other files inside of it, so I had to delete the insides before I could delete the folder. – StealthVice7 Mar 25 '16 at 11:26",3,5,,
,Hey can you guys undownvote my question? I can't post any more. – StealthVice7 Nov 13 '16 at 1:20,4,,Group 4,ok
https://stackoverflow.com/a/8725470/5749570,"\+1. Imo, this is more constructive than the top voted answer. It comes with two minor downsides though. The PriorityQueue does not support random access. You cannot do peek(elementIndex). So you cannot do e.g. Integer maxVal = prioQueue.peek(prioQueue.size() - 1);. Secondly if you're intending to use the PriorityQueue simply as a sorted list, it will sound less intuitive to see PriorityQueue in the code than it would have been to see SortedList, if such a data structure existed. – Alderath Jan 4 '12 at 12:18",1,1,,
,"And, after looking at the other question which someone linked in the comments, another big disadvantage is that the iterator of PriorityQueue is not guaranteed to return elements in any specific order. So, unless I am overlooking something, the only way to e.g. print all objects in the PriorityQueue in order is to repeatedly poll() the queue until it is empty. To me, this feels borderline retarted. To print the objects in a PriorityQueue twice, you'd first have to copy the PriorityQueue and then poll() all objects from the original PriorityQueue and then pol()l all objects from the copy. – Alderath Jan 4 '12 at 12:49",2,2,My bad. Fixed it.,
,Hmm... looks like you're right Alderath. You can't use the iterator of PriorityQueue to get the elements in expected order. Looks like I have to edit my answer. – Spoike Jan 4 '12 at 13:10,2,2,,
,"Sorted list is implemented via tree, otherwise it's just way too costy – bestsss Jan 4 '12 at 17:24",,,,
,"Priority queue is just a heap, you can access only the top, imo it does not belong to the answer of the question. – bestsss Jan 4 '12 at 17:25",3,3,,
,"Also worth noting is that Collections.sort() even lets you define the compare function that is used to sort, by using a Comparator object. – Mike 'Pomax' Kamermans Jun 12 '13 at 14:27",4,4,,
,"I would argue that there is a need for some kind of sorted, indexed collection. I'm working on an application, and I need a data collection that is accessible via an index number, but maintains a very specific order. I don't want to have to use sort() or comparators all the time. So yeah, I'm probably going to create a custom collection that just inherits from Collection, rather than list, that fulfills this function. – user2223059 Feb 9 '16 at 19:38",5,5,My bad. Fixed it,
,"The TreeMultiset allows for multiples in a really weird way. If you have two objects that have the same key, instead of actually inserting all of the objects into the Multiset, it just keeps track of the count that match that key. This is fine if you are using primitives. But if you are using objects, and plan on using other pieces of the object, it won't return the objects expected. – Caitlin Oct 7 '16 at 17:25",,,,
,"@Spoike ` because the add methods should ensure that the element will reside in the index that the user specifies` actually,it adds at the end, you can specify index in a Map, with put(). Am I confused? – juanmf Feb 4 '17 at 18:46",,,,
,@juanmf The key (or index) for a Map is not the same thing as the index for a List. Using put() there is no way for sure that putting something in a lower number and something in a higher number will come in the order you want when you iterate on the entrySet of the map (i.e. unless you sort the entrySet by the key). – Spoike Feb 7 '17 at 14:34,,,,
,"A huge downside to all of these suggestions is the missing .sub*-function that SourtedMap and SortedSet provide, and that at least in my experience is the most needed feature. – Torque Apr 5 '19 at 7:37",,,,
,"@Spoike, the own implementation of a SortedList can be written more efficiently. Since a random access list is used (ArrayList) and you know that it is already sorted before adding a new item, you can use Collections.binarySearch to get the index where the new item should be inserted. – Marcono1234 Jul 13 '19 at 15:25",,,,
https://stackoverflow.com/a/3831945/5749570,"You don't need to create a class to pass by reference in java (though that would certainly work). You can use the Integer class, which is part of the standard library, and it even has the benefit of being auto-boxed to and from int almost transparently. – rmeador Sep 30 '10 at 18:18",4,4,My bad. Fixed it.,
,"@rmeador Integer is immutable, so you still couldn't change its value. AtomicInteger, however, is mutable. – ILMTitan Sep 30 '10 at 18:22",4,4,,
,"@rmeador: I'm asking because I honestly don't know, not to challenge you: how would this work, what you're suggesting? What I mean is, how can you assign a new value to x from within a method, even if it is boxed as an Integer? (Is the Integer type not immutable?) I know that in .NET, using C# for example, you could box an int as object but you still wouldn't be able to assign a new value to the variable holding that int from within a method, unless it were passed as a ref parameter. – Dan Tao Sep 30 '10 at 18:22",4,4,,
,"@Dan Tao: yeah, as @ILMTitan points out, it's immutable... I forgot that little detail. The suggestion of AtomicInteger seems reasonable, but I don't think you get autoboxing with that class. – rmeador Sep 30 '10 at 18:51",4,4,,
,"@Dan: By the way, x in your last example must be declared volatile, otherwise it's an undefined behaviour and seeing 1s is implementation specific. – axtavt Sep 30 '10 at 20:44",1,1,,
,"@axtavt: Good point -- I actually discovered this myself after last updating my answer when I changed the code only slightly and saw different behavior (all 0s, no 1s). I've updated the answer to include the volatile keyword so that the program's behavior is defined. – Dan Tao Sep 30 '10 at 20:56",1,1,,
,"simple answer: operator precedence of ++ before =. See cppreference.com/wiki/operator_precedence The ""infinite loop"" part of title is misleading. – burkestar Oct 1 '10 at 3:22",3,3,,
,"@burkestar: I don't think that link is quite appropriate in this case, since it's a Java question and (unless I'm mistaken) the behavior is actually undefined in C++. – Dan Tao Oct 1 '10 at 3:49",3,3,,
,"Something to say about my last comment on the question?: It's very strange that in C language the behavior is different. Maybe in C it first read the value and then, later, it increments, while in Java it increments then return the old value.. – Tom Brito Oct 1 '10 at 11:54",2,2,,
,"@Tom Brito - in C it's not defined... the ++ could be done before or after assignment. Practically speaking, there might a compiler that does the same thing as Java, but you wouldn't want to bet on it. – detly Oct 1 '10 at 16:54",2,2,,
,This is a very verbose way of saying the right side of an assignment expression is evaluated first. – Jason C Mar 15 '14 at 3:53,5,5,,
,"@burkestar Operator precedence is irrelevant here because (x = x)++ isn't legal. And the ""infinite loop"" part of the title is a fact; it's not at all ""misleading"". – Jim Balter Dec 28 '16 at 6:16",3,5,"I think this is group 3, not 5.",ok
https://stackoverflow.com/a/52264813/5749570,"Just to note, main could be a keyword that is only usable as a name for a static method with an appropriate signature (or whatever). Note that super class calls use super in a way that makes it look like an identifier: super(foo); and super.foo, but super IS a keyword (and before generics were added, this was the only way to use it (that I can remember)). – jaxad0127 Sep 10 '18 at 21:33",1,1,,
,"@jaxad0127 Interesting point but I don't agree completely. Actually it IS not and in the future it could probably not be for still compatibility reasons. If you defined main as a keyword in a new version of java, it means that any code that uses main as method name (or any member names) will not compile any longer. The usage of super in generics doesn't have any side effect in existing code as generics didn't exist at this time. – davidxxx Sep 10 '18 at 21:50",1,1,,
,"I just meant that it COULD have been done as a keyword. Just because it looks like an identifier, doesn't mean it has to be. – jaxad0127 Sep 10 '18 at 22:01",1,1,,
,@jaxad0127 Without going too deep into the JLS and for the two cases you mention I think it can be said that super is a special expression: It represents a reference to a Class object to be used with the object's constructor and its members. – GeroldBroser reinstates Monica Sep 12 '18 at 0:57,1,1,,
,"I would argue that main is still a better identifier than java1234. Using it for a ""regular"" method would be misleading, but I'd have no problem naming a variable main, if it's actually the main something in my method. java1234 is just awful, names should be descriptive... – AJPerez Sep 12 '18 at 12:56",2,2,My bad. Fixed it.,
,"""About the question, is main a good identifier?"" It depends. I probably wouldn't bat an eye at a variable named main if the function I was looking at did something with water main data. I'd throw up if I ever saw java1234 in production code (and pray there were not 1233 other variables with the prefix java). – jpmc26 Sep 13 '18 at 1:59",3,3,,
,"@jaxad0127 main could have been defined to be a keyword, it could still become a keyword, just like _ stopped to be a legal identifier, however, it is not and this was a deliberate decision. The Java designers decided that, e.g. goto and const are keywords, to prevent their use as misleading identifiers, but main does not require such special treatment. – Holger Sep 13 '18 at 6:08",1,1,,
,@AJPerez I completely agree. But well both are bad. You could notice that I added main as variable name but I didn't quote it in things that we don't want (not the hazard). But I will remove it to be consistent. – davidxxx Sep 13 '18 at 16:10,2,2,My bad. Fixed it.,
https://stackoverflow.com/a/1250655/5749570,"Looks nice and simple, only I have feeling that shutdown here is used not for what it was designed (or it is fine?). – serg Aug 9 '09 at 5:15",4,,"I think this is group 4 as well. The user is asking if 'shutdown' should be used here. In the following group 4 comment, the guy says it is meant for that.",ok
